title,date,month,year,day,Incident,Type,Location,Weather,Other Agencies,Diagnosis,Incident_Type,Incident_Cause,url,main_text,rescue_info,start_time,end_time,hrs,staff,location,total_hrs,Tagged
Wastwater Screes ï¿½ï¿½ï¿½ Sat 28th De,28-Dec-24,12,2024,7,168 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,Wastwater Screes,"['Cold', 'Drizzle']",['Cumbria Police'],Leg Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/wastwater-screes-sat-28th-dec-2024/,"The 168th 999 alert for the year makes 2024 a new record for the team. Cumbria Police requested help from the team for a party of 7 walkers, one of whom had pulled a muscle whilst walking on the Screes near the lakeshore. A full callout was made, and both a boat team and a party on foot were directed to the scene. The foot party arrived first and assessed the injured walker, and another in the party who had also injured their leg. All in the walking party were cold and wet. Fortunately the injuries were not severe which enabled straightforward transfers to the boat and then journeys to the shore at the pump house. We hope the walkers recover quickly from their injuries. ", Incident started at 21:26 and ended at 02:00 making 4.6 hrs in total. There were 11 Wasdale team members involved and the incident occured at NY 157050. Total rescuer hours: 51,21:26,2:00,4.6,11,NY 157050,51,"['Boat', 'Screes']"
"Brown Tongue, Scafell Pike ï¿½ï¿½ï¿½ Thu 26th De",26-Dec-24,12,2024,5,167 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,"Brown Tongue, Scafell Pike","['Mild', 'Mist']",,Knee Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/brown-tongue-scafell-pike-thu-26th-dec-2024/,"A call was received yesterday about a lone walker who was struggling to make progress with a painful knee injury. A passing walker had stopped to help and made the call. A few minutes later further information was reported with the walker feeling unwell. A team member was already on the fell and made his way quickly down to the walker. After an assessment, and with the walker feeling better at this point, he was able to descend slowly without additional support. Most of the team members remained at base until it was confirmed that the hill party had made it safely down to Brackenclose.
We wish the walker well and our thanks go to the passing walker for his initial help. ", Incident started at 15:42 and ended at 17:49 making 2.1 hrs in total. There were 21 Wasdale team members involved and the incident occured at NY 19600 07400. Total rescuer hours: 44,15:42,17:49,2.1,21,NY 19600 07400,44,
Hardknott Pass ï¿½ï¿½ï¿½ Tue 24th De,24-Dec-24,12,2024,3,166 in 2024,Alert ï¿½ï¿½ï¿½,Hardknott Pass,['Cloudy Summits'],['Cumbria Police'],,Alert,Other,https://www.wmrt.org.uk/incidents/hardknott-pass-tue-24th-dec-2024/,"A call was received from Cumbria Police on Christmas Eve. A very broken mobile call was passed through with very vague details but included the words ï¿½ï¿½ï¿½Scafellï¿½ï¿½ï¿½, ï¿½ï¿½ï¿½foggyï¿½ï¿½ï¿½ and ï¿½ï¿½ï¿½vanï¿½ï¿½ï¿½. The mobile number was unconfirmed. With very little to go on, the Team Leader asked a team member to check out the Wasdale car parks, with nothing significant found. After some time, a further call was received, the informantï¿½ï¿½ï¿½s van had broken down on Hardknott Pass in a precarious position. Happily the occupants were safe and well and at the nearest farm, and the prospect of a ", Incident started at 20:11 and ended at 22:46 making 2.6 hrs in total. There were 2 Wasdale team members involved and the incident occured at NY 23580 01507. Total rescuer hours: 5,20:11,22:46,2.6,2,NY 23580 01507,5,['Vehicle']
Scafell Pike ï¿½ï¿½ï¿½ Sat 21st De,21-Dec-24,12,2024,7,165 in 2024,Alert ï¿½ï¿½ï¿½ O,Scafell Pike,['Windy'],['Cumbria Police'],,Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-sat-21st-dec-2024/,"A short alert for the Team Leader when a walker called Cumbria Police concerned for their friendsï¿½ï¿½ï¿½ safety. A party of 20 walkers had set off to climb Scafell Pike, with 5 turning around, concerned about the weather and the lack of daylight remaining. As the Team Leader was gathering further information there was another call confirming that the group was all safe and nearly back at the car park. They had wisely turned around before ascending to the summit in poor condit", Incident started at 15:30 and ended at 16:12 making 0.7 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 19225 07335. Total rescuer hours: 0.7,15:30,16:12,0.7,1,NY 19225 07335,0.7,['Overdue']
"Hollowstones, Scafell Pike ï¿½ï¿½ï¿½ Tue 17th De",17-Dec-24,12,2024,3,164 in 2024,Alert ï¿½ï¿½ï¿,"Hollowstones, Scafell Pike","['Cold', 'Mist']",['Cumbria Police'],,Alert,Lost,https://www.wmrt.org.uk/incidents/hollowstones-scafell-pike-tue-17th-dec-2024/,A call was received from Cumbria Police about a walker who had become disoriented in misty conditions on his descent from Scafell Pike. The Team Leader managed to establish an exact location via Phonefind and was able to confirm that he was now on the correct path. After a brief phone call the walker was able and willing to complete his descent unaided and contacted the police when he was safely off the fell. , Incident started at 14:12 and ended at 15:30 making 1.3 hrs in total. There were 2 Wasdale team members involved and the incident occured at NY 207075. Total rescuer hours: 2.6,14:12,15:30,1.3,2,NY 207075,2.6,['Lost']
"Lingmell Col, Scafell Pike ï¿½ï¿½ï¿½ Sat 14th De",14-Dec-24,12,2024,7,163 in 2024,Alert ï¿½ï¿½ï¿,"Lingmell Col, Scafell Pike","['Cloudy Summits', 'Cold', 'Windy']",['Cumbria Police'],,Alert,Lost,https://www.wmrt.org.uk/incidents/lingmell-col-scafell-pike-sat-14th-dec-2024/,"A call was received from Cumbria Police about two walkers who had become disoriented on their descent, turning towards Piers Gill rather than Wasdale at Lingmell Col. The Team Leader managed to establish their exact location via Phonefind directed them to the correct path. Regular updates from Phonefind made this a ï¿½ï¿½ï¿½dot watchingï¿½ï¿½ï¿½ exercise back to the valley floor, after which the team was stood down and the ", Incident started at 17:10 and ended at 19:11 making 2 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 212078. Total rescuer hours: 2,17:10,19:11,2,1,NY 212078,2,['Lost']
Scafell ï¿½ï¿½ï¿½ Thu 12th De,12-Dec-24,12,2024,5,162 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,Scafell,"['Cloudy Summits', 'Cold', 'Dry']","['Coastguard', 'Cumbria Police', 'Great North Air Ambulance', 'Helimed 58', 'Rescue 199 from Prestwick']",Arm Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/scafell-thu-12th-dec-2024/,"A call was received from Cumbria Police about a lone fell runner who had slipped on a steep descent on the flanks of Sca Fell, sustaining an extremely painful upper arm and/or shoulder injury. This rendered her unable to move at all. A callout was swiftly made and several team members were also available to travel direct to the scene. Additional support was requested from Helimed assets but unfortunately due to weather conditions and cloud cover they had to abort. Once on scene the increasingly cold runner was assessed and provided with additional shelter and insulation. A Coastguard helicopter with winching capability was then requested to help with a swift evacuation, with Rescue 199 from Prestwick quickly responding. Strong pain relief was given to the runner to make her as comfortable as possible, before transferring to a vacuum mattress (full body splint) and team stretcher in readiness for the winch evacuation. Rescue 199 arrived on scene and winched the runner on board before a transfer to hospital. Thanks to all three helicopter crews for their rapid support. Weï¿½ï¿½ï¿½d like also to wish the runner a very swift and full recovery. She was 42 miles into a solo Bob Graham Round attempt, so hopefully once recovered she will return to complete the challenge. 













", Incident started at 13:29 and ended at 18:17 making 4.8 hrs in total. There were 18 Wasdale team members involved and the incident occured at NY 193072. Total rescuer hours: 86,13:29,18:17,4.8,18,NY 193072,86,['Fell Runner']
Scafell ï¿½ï¿½ï¿½ Sat 30th No,30-Nov-24,11,2024,7,161 in 2024,Alert ï¿½ï¿½ï¿½ Cr,Scafell,"['Cloudy Summits', 'Windy']",,,Alert,Cragfast,https://www.wmrt.org.uk/incidents/scafell-sat-30th-nov-2024/,, Incident started at 01:56 and ended at 04:47 making 2.9 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 20600 06500. Total rescuer hours: 2.9,1:56,4:47,2.9,1,NY 20600 06500,2.9,['Cragfast']
Wastwater Screes ï¿½ï¿½ï¿½ Sat 16th No,16-Nov-24,11,2024,7,160 in 2024,Full Callout ï¿½ï¿½ï¿½ Cr,Wastwater Screes,['Cloudy Summits'],,,Full Callout,Cragfast,https://www.wmrt.org.uk/incidents/wastwater-screes-sat-16th-nov-2024/,, Incident started at 16:49 and ended at 20:02 making 3.2 hrs in total. There were 14 Wasdale team members involved and the incident occured at NY 15200 04600. Total rescuer hours: 45,16:49,20:02,3.2,14,NY 15200 04600,45,"['Boat', 'Cragfast', 'Screes']"
"Hollowstones, Scafell Pike ï¿½ï¿½ï¿½ Sat 16th No",16-Nov-24,11,2024,7,159 in 2024,Full Callout ï¿½ï¿½ï¿½ Injured & M,"Hollowstones, Scafell Pike",['Cloudy Summits'],['Cumbria Police'],Ankle Injury,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/sat-16th-nov-2024/,"A call was received from Cumbria Police about a walker who had slipped, injured his ankle and was unable to bear any weight. The team was called out and made their way to the scene. On arrival the walker had continued to make progress downhill by hopping supported by his walking poles. However there was still approximately 400m to descend and so it was decided that the best course of action was to stretcher off. The ankle was splinted and the routine stretcher carry was made to Brackenclose. The walkerï¿½ï¿½ï¿½s friends took him to hospital for further assessment. We wish the walker well and hope that the injury heals qui", Incident started at 15:44 and ended at 20:45 making 5 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY 20300 07300. Total rescuer hours: 75,15:44,20:45,5,15,NY 20300 07300,75,
Hardknott Pass ï¿½ï¿½ï¿½ Sat 16th No,16-Nov-24,11,2024,7,158 in 2024,Alert ï¿½ï¿½ï¿½,Hardknott Pass,['Cloudy Summits'],['Cumbria Police'],,Alert,Other,https://www.wmrt.org.uk/incidents/hardknott-pass-sat-16th-nov-2024/,A call was received from Cumbria Police from a person at a campsite in Eskdale. A member of their family had not been heard from for some time after their car had come off the road on Hardknott Pass at 10pm the previous evening. The driver was an experienced walker and well prepared for camping but concern grew when he could not be contacted. The Team Leader asked a local team member to investigate but shortly afterwards the police managed to make contact. The driver was safe and well and the team was not needed to assist so the log was closed. , Incident started at 06:01 and ended at 06:52 making 0.9 hrs in total. There were 2 Wasdale team members involved and the incident occured at NY 23000 01400. Total rescuer hours: 1.8,6:01,6:52,0.9,2,NY 23000 01400,1.8,
Scafell Pike ï¿½ï¿½ï¿½ Sat 9th No,9-Nov-24,11,2024,7,157 in 2024,Alert ï¿½ï¿½ï¿,Scafell Pike,['Cloudy Summits'],"['Cumbria Police', 'Duddon & Furness MRT']",,Alert,Lost,https://www.wmrt.org.uk/incidents/scafell-pike-sat-9th-nov-2024/,"A call was received from Cumbria Police about two walkers who had mis-navigated on the descent from Scafell Pike. Our friends from Duddon and Furness MRT had agreed to cover the patch as many members of the team were attending the happy event of the wedding of our Medical Officer and our IT Officer. They successfully resolved the incident and were back at their base for the early evening. Thanks to Duddon and Furness MRT once again, and huge congratulations to Lucy and Paul. ", Incident started at 16:00 and ended at 16:34 making 0.6 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY 23456 04387. Total rescuer hours: 0.6,16:00,16:34,0.6,1,NY 23456 04387,0.6,['Lost']
