,title,date,Incident,Type,Location,Weather,Tagged,Incident_Type,Incident_Cause,url,main_text,rescue_info,start_time,end_time,hrs,staff,location,total_hrs,Other Agencies,Diagnosis,year,month,year_month
1071,"Piers Gill, Scafell Pike – Sun 10th Sep 2017",2017-09-10,102 in 2017,Full Callout — Injured & Medical,"Piers Gill, Scafell Pike",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/piers-gill-scafell-pike-sun-10th-sep-2017/,"We were called by Police about a walker and their friend who were struggling to descend due to aggravating a pre-existing injury. The two made their way down as far as they could but were then stopped by the Greta Gill crossing at the bottom of the Piers Gill path which was in spate and they became wet through by trying to cross. Once on scene team members provided dry clothing and then rigged up ropes and provided buoyancy aids to help the pair back across Piers Gill then walked down to the bridge at Burnthwaite. The pictures show the casualty party, the becks in spate and the wheel that was taken, along with the stretcher as a precaution in case of a carry down. ", Incident started at 15:35 and ended at 20:15 making 4.7 hrs in total. There were 17 Wasdale team members involved and the incident occured at NY 2148 0867 (altitude 383 m). Total rescuer hours: 80,15:35,20:15,4.7,17,NY 2148 0867 ,80.0,,Leg Injury,2017,9,2017-09-01
1072,Lingmell Beck – Sat 9th Sep 2017,2017-09-09,101 in 2017,Full Callout — Injured & Medical,Lingmell Beck,,['Stretcher'],Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/sat-9th-sep-2017/,"Team called this afternoon for a walker who had injured their leg when it got trapped between rocks whilst on the ‘Old Styhead Path’ just beyond the intake wall. The injury was assessed on scene by the team doctor, splinted then the walker was carried to the ambulance at Burnthwaite. The wheel underneath the stretcher proved its worth once again. ", Incident started at 13:45 and ended at 16:57 making 3.2 hrs in total. There were 16 Wasdale team members involved and the incident occured at NY 21110 09240 (altitude 227 m). Total rescuer hours: 51,13:45,16:57,3.2,16,NY 21110 09240 ,51.0,['North West Ambulance Service'],Ankle Injury,2017,9,2017-09-01
1073,Eskdale – Sun 3rd Sep 2017,2017-09-03,100 in 2017,Limited Callout — Lost,Eskdale,,,Limited Callout,Lost,https://www.wmrt.org.uk/incidents/eskdale-sun-3rd-sep-2017/,"We were called by Police about a walker reporting himself stuck whilst descending awkward ground above Hardknott Pass in Eskdale. The team went to search in the area suggested but could not find the walker, who subsequently phoned in to say he had managed to get himself off the fell and was now back at his car. ", Incident started at 14:53 and ended at 18:30 making 3.6 hrs in total. There were 10 Wasdale team members involved and the incident occured at NY210 005 (altitude 283 m). Total rescuer hours: 36,14:53,18:30,3.6,10,NY210 005 ,36.0,,,2017,9,2017-09-01
1074,Wasdale – Sat 2nd Sep 2017,2017-09-02,99 in 2017,Alert — Lost,Wasdale,,,Alert,Lost,https://www.wmrt.org.uk/incidents/wasdale-sat-2nd-sep-2017/,We were called by Police about a missing person reported from Wasdale campsite. Soon after the alarm was raised the missing person was found safe & well and we stood down. , Incident started at 11:45 and ended at 12:05 making 0.3 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY1827507585 (altitude 68 m). Total rescuer hours: 0.3,11:45,12:05,0.3,1,NY1827507585 ,0.3,,,2017,9,2017-09-01
1075,Wastwater – Fri 1st Sep 2017,2017-09-01,98 in 2017,Full Callout — Overdue,Wast Water,,"['Boat', 'Swimmer']",Full Callout,Overdue,https://www.wmrt.org.uk/incidents/wastwater-fri-1st-sep-2017/,"The team were contacted due to concern for a swimmer last seen 3 hours previously after setting off to swim the length of the Wastwater from the Wasdale Head end. As the team was assembling at base with the intention of launching the RHIB, the swimmer was fortunately confirmed safe and well having got out the lake and walked to the Youth Hostel. ", Incident started at 18:05 and ended at 18:55 making 0.8 hrs in total. There were 14 Wasdale team members involved and the incident occured at NY1759306773 (altitude 64 m). Total rescuer hours: 11,18:05,18:55,0.8,14,NY1759306773 ,11.0,,,2017,9,2017-09-01
1076,"Brown Tongue, Scafell Pike – Wed 30th Aug 2017",2017-08-30,97 in 2017,Full Callout — Injured & Medical,"Brown Tongue, Scafell Pike",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/brown-tongue-scafell-pike-wed-30th-aug-2017/,"We were called by NWAS about a walker who had broken their leg whilst descending the lower section of the Brown Tongue path on Scafell Pike, below the intake wall. After assessment it was determine they had probably sustained a spiral fracture of the Tibia and Fibula. Pain relief was given on scene, the limb reduced, splinted and then they were carried to the waiting ambulance. ", Incident started at 14:52 and ended at 18:17 making 3.4 hrs in total. There were 18 Wasdale team members involved and the incident occured at  NY19064 07315 (altitude 234 m). Total rescuer hours: 61,14:52,18:17,3.4,18,NY19064 07315 ,61.0,,Leg Injury,2017,8,2017-08-01
1077,Upper Eskdale – Tue 29th Aug 2017,2017-08-29,96 in 2017,Full Callout — Injured & Medical,Upper Eskdale,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/upper-eskdale-tue-29th-aug-2017/,"Just as we were returning to the vehicles from the Cam Spout job a further call came in for a walker reporting himself wet through after fording a stream and having an ankle injury, located on the Esk Hause path at the top of upper Eskdale. In view of the location and the number of rescues recently undertaken by both Wasdale and Duddon teams the Prestwick helicopter was asked to return and assist even though the casualty’s condition probably did not warrant it. Fortunately they did attend and winched the casualty from the scene and took him to Wasdale Head. All that remained was to return to Taw House. ", Incident started at 21:08 and ended at 01:16 making 4.1 hrs in total. There were 10 Wasdale team members involved and the incident occured at NY230 073 (altitude 591 m). Total rescuer hours: 41,21:08,01:16,4.1,10,NY230 073 ,41.0,"['Duddon & Furness MRT', 'Rescue 999 from Prestwick']",Ankle Injury,2017,8,2017-08-01
1078,"Cam Spout, Scafell – Tue 29th Aug 2017",2017-08-29,95 in 2017,Full Callout — Injured & Medical,"Cam Spout, Scafell",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/cam-spout-scafell-tue-29th-aug-2017/,We were called by Police about a lady who had fallen on the steep section of path descending the base of Cam Spout and sustained a head injury. Our colleagues in the Duddon & Furness Team were contacted by NWAS about the same job at the same time. NWAS also despatched the North West Air Ambulance from Manchester. Initially information was difficult to obtain due to poor mobile signal in the area. Once on scene Helimed advised the casualty was in a difficult position and they may not be able to access them. With this news the Coastguard helicopter was requested and R199 from Prestwick set off. We later got further news indicating the casualty was now able to walk with assistance and was helped into the air ambulance and then flown out to hospital. , Incident started at 18:08 and ended at 21:30 making 3.4 hrs in total. There were 18 Wasdale team members involved and the incident occured at NY21737 05914 (altitude 462 m). Total rescuer hours: 61,18:08,21:30,3.4,18,NY21737 05914 ,61.0,"['Duddon & Furness MRT', 'Helimed 75', 'Rescue 999 from Prestwick']",Head Injury,2017,8,2017-08-01
1079,"Piers Gill, Scafell Pike – Tue 29th Aug 2017",2017-08-29,94 in 2017,Alert — Lost,"Piers Gill, Scafell Pike",,,Alert,Lost,https://www.wmrt.org.uk/incidents/tue-29th-aug-2017/,We were called by Police about 2 walkers reporting themselves lost somewhere on Scafell Pike. On further investigation it turned out this was the same group who had called the previous night and been handled by Keswick Team and ended up spending the night in their tent. Using Sarloc their position was established as near the head of Piers Gill and they were given directions by the team leader over the phone. They subsequently made their own way off the mountain. , Incident started at 09:05 and ended at 12:30 making 3.4 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY21303 07848 (altitude 715 m). Total rescuer hours: 3.4,09:05,12:30,3.4,1,NY21303 07848 ,3.4,,,2017,8,2017-08-01
1080,Sty Head – Mon 28th Aug 2017,2017-08-28,93 in 2017,Alert — Lost,Sty Head,,,Alert,Lost,https://www.wmrt.org.uk/incidents/sty-head-mon-28th-aug-2017/,"The team was contacted after a family had reported themselves lost, with their last known position being the Styhead stretcher box. Due to the location Keswick MRT had also been called and were trying to establish contact. Ã‚Â Once contact was made, as the family were wanting to go to Seathwaite they sent a team member up to escort them off the hill. ", Incident started at 19:29 and ended at 22:30 making 3 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY2186009500 (altitude 482 m). Total rescuer hours: 3,19:29,22:30,3.0,1,NY2186009500 ,3.0,['Keswick MRT'],,2017,8,2017-08-01
1081,Muncaster Fell – Sun 27th Aug 2017,2017-08-27,92 in 2017,Limited Callout — Lost,Muncaster Fell,,,Limited Callout,Lost,https://www.wmrt.org.uk/incidents/muncaster-fell-sun-27th-aug-2017/,We were called by Police about a group of 4 walkers reporting themselves lost on Muncaster Fell. Using sarloc their position was established and then a small team diverted from the way back from the previous incident and helped walk them off the hill.  , Incident started at 19:28 and ended at 22:06 making 2.6 hrs in total. There were 6 Wasdale team members involved and the incident occured at SD1326 9968 (altitude 50 m). Total rescuer hours: 16,19:28,22:06,2.6,6,,16.0,,,2017,8,2017-08-01
1082,"Lingcove Bridge, Upper Eskdale – Sun 27th Aug 2017",2017-08-27,91 in 2017,Full Callout — Injured & Medical,"Lingcove Bridge, Upper Eskdale",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/lingcove-bridge-upper-eskdale-sun-27th-aug-2017/,"A walker sustained an ankle injury whilst walking near Lingcove Bridge in Eskdale. The injury was assessed by the Team Doctor before being splinted and then they were taken by stretcher to the waiting ambulance.












 ", Incident started at 16:37 and ended at 20:37 making 4 hrs in total. There were 14 Wasdale team members involved and the incident occured at NY 2277 0365 (altitude 223 m). Total rescuer hours: 56,16:37,20:37,4.0,14,NY 2277 0365 ,56.0,,,2017,8,2017-08-01
1083,"Gavel Neese, Great Gable – Sun 27th Aug 2017",2017-08-27,89 in 2017,Alert — Other,"Gavel Neese, Great Gable",,,Alert,Other,https://www.wmrt.org.uk/incidents/gavel-neese-great-gable-sun-27th-aug-2017/,"The team were called by a member of the public who had heard a whistle blowing whilst in the valley, as the team was dealing with another more serious incident at the time a volunteer took a walk round the area to investigate but nothing came of it. ", Incident started at 16:14 and ended at 18:00 making 1.8 hrs in total. There was 1 Wasdale team member involved and the incident occured at NY203092 (altitude 173 m). Total rescuer hours: 1.8,16:14,18:00,1.8,1,NY203092 ,1.8,,,2017,8,2017-08-01
1084,Scafell Pike – Sun 27th Aug 2017,2017-08-27,90 in 2017,Alert — Injured & Medical,Scafell Pike,,,Alert,Injured & Medical,https://www.wmrt.org.uk/incidents/scafell-pike-sun-27th-aug-2017/,A young walker was reported to be struggling to descend Scafell Pike. They were helped down by their party without us needing to respond.  , Incident started at 16:30 and ended at 17:00 making 0.5 hrs in total.  Incident occured at NY 125 054 (altitude 117 m).,16:30,17:00,0.5,,NY 125 054 ,,,,2017,8,2017-08-01
1085,Scafell Pike – Sat 26th Aug 2017,2017-08-26,88 in 2017,Alert — Lost,Scafell Pike,,,Alert,Lost,https://www.wmrt.org.uk/incidents/scafell-pike-sat-26th-aug-2017-2/,A walker was reported as lost from their group on Scafell Pike. Soon after they re-joined their group and the incident was closed.  , Incident started at 15:50 and ended at 16:05 making 0.3 hrs in total. ,15:50,16:05,0.3,,,,,,2017,8,2017-08-01
1086,Scafell Pike – Sat 26th Aug 2017,2017-08-26,87 in 2017,Full Callout — Injured & Medical,Scafell Pike,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/scafell-pike-sat-26th-aug-2017/,"A walker fell at the summit of Scafell Pike and sustained a head & knee injury. Initially there was some concern regarding the walkers condition and the coastguard helicopter from Prestwick attended and ferried team members up the hill. Once on scene the casualty was assessed by the team doctor and it was determined he was not seriously injured and was able to be carried off the hill. Initially we were supported by 4 members of RAF Valley MRT who helped carry the stretcher down to Lingmell Col. We were then joined by our colleagues from Duddon and Furness Mountain Rescue Team who helped with the remainder of the carry down Lingmell Nose.









 ", Incident started at 11:55 and ended at 17:22 making 5.5 hrs in total. There were 15 Wasdale team members involved and the incident occured at  NY2153707247 (altitude 972 m). Total rescuer hours: 83,11:55,17:22,5.5,15,NY2153707247 ,83.0,"['Duddon & Furness MRT', 'RAF Valley']","Head Injury, Knee Injury",2017,8,2017-08-01
1087,Ill Crag – Wed 23rd Aug 2017,2017-08-23,86 in 2017,Alert — Lost,Ill Crag,,,Alert,Lost,https://www.wmrt.org.uk/incidents/ill-crag-wed-23rd-aug-2017/,The team were alerted to 3 walkers also reported themselves lost on Scafell Pike. Using coordinates from their phone it was possible to establish they were on the north face of Ill Crag and the team leader provided directions over the phone for them to make their own way off the fell. , Incident started at 22:29 and ended at 01:05 making 2.6 hrs in total.  Incident occured at NY22220772 (altitude 853 m).,22:29,01:05,2.6,,NY22220772 ,,,,2017,8,2017-08-01
1088,Scafell Pike – Wed 23rd Aug 2017,2017-08-23,85 in 2017,Alert — Lost,Scafell Pike,,,Alert,Lost,https://www.wmrt.org.uk/incidents/scafell-pike-thu-1st-jan-1970-2/,"The team was alerted to a group of walkers reporting themselves lost in the Scafell Pike area. Without a clear location, difficulty recontacting them and a reasonable weather forecast it was decided to wait until the morning to see if they made their way off the mountain, which they did without team assistance. ", Incident started at 21:49 and ended at 09:11 making 11.4 hrs in total. ,21:49,09:11,11.4,,,,,,2017,8,2017-08-01
1089,Langdale – Mon 21st Aug 2017,2017-08-21,84 in 2017,Alert — Overdue,Langdale,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/langdale-mon-21st-aug-2017/,The team was called about a group of 7 overdue from a walk up Scafell Pike from Langdale. Whilst investigations were underway the group turned up safe and well. , Incident started at 19:18 and ended at 20:00 making 0.7 hrs in total. ,19:18,20:00,0.7,,,,['lang'],,2017,8,2017-08-01
1090,"Corridor Route, Scafell Pike – Sun 20th Aug 2017",2017-08-20,83 in 2017,Full Callout — Injured & Medical,"Corridor Route, Scafell Pike",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/sun-20th-aug-2017/,"We were called out by North West Ambulance Service for a walkerÃ‚Â on the corridor route who had stumbled and badly hurt her ankle. Due to the location and possible complications with the injury a coastguard helicopter was requested and Rescue 199, the new AW189 from Prestwick attended. They lowered their paramedic winch-man onto the hillside just as the first team members arrived on scene. The ankle was splinted and 15 minutes after the aircraft arrived they winched the injured lady off the hill and took her straight to the Cumberland Infirmary at Carlisle. Many thanks to Duddon and Furness MRT who came in support had the helicopter not been able complete. ", Incident started at 14:54 and ended at 19:35 making 4.7 hrs in total. There were 14 Wasdale team members involved and the incident occured at NY216080 (altitude 675 m). Total rescuer hours: 66,14:54,19:35,4.7,14,NY216080 ,66.0,"['Duddon & Furness MRT', 'Rescue 199 from Prestwick']",Ankle Injury,2017,8,2017-08-01
1091,"Buckbarrow, Wasdale – Sat 19th Aug 2017",2017-08-19,82 in 2017,Full Callout — Cragfast,"Buckbarrow, Wasdale",,,Full Callout,Cragfast,https://www.wmrt.org.uk/incidents/buckbarrow-wasdale-sat-19th-aug-2017/,"The team were called out Saturday evening to assist a family group who having walked up Buckbarrow, Ã‚Â had become crag fast in some steep ground on the way back down. The team responded and with some assistance from RAF Leeming MRT who were in the area for the weekend training, using rope techniquesÃ‚Â brought everyone back up to safety and walked them off the hill. ", Incident started at 20:00 and ended at 23:59 making 4 hrs in total. There were 12 Wasdale team members involved and the incident occured at NY1360605777 (altitude 278 m). Total rescuer hours: 48,20:00,23:59,4.0,12,NY1360605777 ,48.0,['RAF Leeming MRT'],,2017,8,2017-08-01
1092,Scafell Pike – Tue 15th Aug 2017,2017-08-15,81 in 2017,Alert — Overdue,Scafell Pike,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-tue-15th-aug-2017/,"The team leader was contacted by the police after a group consisting of 125 teenagers and 5 group leaders had failed to turn up at Wasdale Head having set off from Langdale earlier in the morning. There were several mobile numbers provided for the informant and hill group leaders. Ã‚Â All went to voice mail suggesting they were all lower down in the valley. Eventually the team leader made contact with the informant, as he was gathering information the group turned up. ", Incident started at 23:58 and ended at 01:07 making 1.2 hrs in total. There was 1 Wasdale team member involved. Total rescuer hours: 1.2,23:58,01:07,1.2,1,,1.2,,,2017,8,2017-08-01
1093,"Piers Gill, Scafell Pike – Wed 9th Aug 2017",2017-08-09,80 in 2017,Callout — Other,"Piers Gill, Scafell Pike",,,Callout,Other,https://www.wmrt.org.uk/incidents/piers-gill-scafell-pike-wed-9th-aug-2017/,We were called by Police about a walker who was struggling to make progress whilst on the Piers Gill path descending from Scafell Pike. The walker was located by team members and after a quick assessment the walker was supported to walk off the mountain. , Incident started at 17:09 and ended at 22:00 making 4.9 hrs in total. There were 4 Wasdale team members involved and the incident occured at  NY 21199 08306 (altitude 546 m). Total rescuer hours: 20,17:09,22:00,4.9,4,NY 21199 08306 ,20.0,['Comru'],Knee Injury,2017,8,2017-08-01
1094,Scafell Pike – Wed 9th Aug 2017,2017-08-09,79 in 2017,Full Callout — Injured & Medical,Scafell Pike,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/scafell-pike-wed-9th-aug-2017/,"We were called by NWAS about a walker who had tripped on the path descending from Scafell Pike summit and injured their ankle and was no longer able to walk. She was assessed on the scene by team members and the limb splinted, then evacuated by stretcher. Given the length of carry and a second incident which then came in we were joined by our colleagues from the Duddon & Furness Mountain Rescue Team on the carry down. 16 WMRT involved + 11 DFMRT.  Ã‚Â Ã‚Â  ", Incident started at 15:43 and ended at 22:00 making 6.3 hrs in total. There were 16 Wasdale team members involved and the incident occured at NY 21155 07398 (altitude 894 m). Total rescuer hours: 101,15:43,22:00,6.3,16,NY 21155 07398 ,101.0,['Duddon & Furness MRT'],Ankle Injury,2017,8,2017-08-01
1095,"Lords Rake, Scafell – Mon 7th Aug 2017",2017-08-07,78 in 2017,Full Callout — Cragfast,"Lords Rake, Scafell",,['Cragfast'],Full Callout,Cragfast,https://www.wmrt.org.uk/incidents/lords-rake-scafell-tue-8th-aug-2017/,"The team was called yesterday for 2 walkers who had become crag fast whilst trying to ascend Lords Rake on Scafell. They had turned off too early and become stuck in the steep ground in the Red Gill area below the rake. Due to the mist and awkward terrain it took a long time to locate a place to lower a team member down to them. Once on scene the walkers were given climbing helmets and harnesses then hauled upwards, followed by a walk off. The whole operation took around 8 hours including the gear check at the end. This was a difficult rescue and we would encourage all walkers who’re starting to get into ground that feels hard or dangerous to them to turn around. ", Incident started at 16:55 and ended at 23:40 making 6.8 hrs in total. There were 19 Wasdale team members involved and the incident occured at NY2063006873 (altitude 812 m). Total rescuer hours: 129,16:55,23:40,6.8,19,NY2063006873 ,129.0,,,2017,8,2017-08-01
1096,"Greta Gill, Scafell Pike – Sun 6th Aug 2017",2017-08-06,77 in 2017,Full Callout — Injured & Medical,"Greta Gill, Scafell Pike",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/greta-gill-scafell-pike-sun-6th-aug-2017/,We were called by Police about a family group containing a young walker who had sprained their ankle making further walking difficult. Once the group was immobile the next problem was the weather which had become rather wet and the party was getting cold. They were located at the junction between Piers and Greta Gill and briefly assessed by the team doctor. Due to the deep rivers it was decided to evacuate on the left hand bank which necessitated a wet crossing of Piers Gill but avoided Greta Gill which was deeper after which it was possible to cross on the bridge at Burnthwaite.       , Incident started at 15:55 and ended at 21:04 making 5.2 hrs in total. There were 18 Wasdale team members involved and the incident occured at NY2146 0869 (altitude 371 m). Total rescuer hours: 94,15:55,21:04,5.2,18,NY2146 0869 ,94.0,,Ankle Injury,2017,8,2017-08-01
1097,Wastwater Screes – Sat 5th Aug 2017,2017-08-05,76 in 2017,Full Callout — Injured & Medical,Wast Water Screes,,['Tumble Fall'],Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/wastwater-screes-sat-5th-aug-2017/,"Team called yesterday evening for a walker who had slipped and fallen around 20m whilst ascending the steep ground to the left of Great Gully on Wasdale Screes. He was assessed on scene by the team doctor before being packaged for evacuation. In view of the possible injuries and difficult ground the S-92 helicopter from Caernarfon was requested and they winched the casualty from the scene before taking him to hospital. Many thanks to the Caernarfon crew for their skillful flying in a tricky location.  Wasdale Screes 050817 Video of the winch from last nights rescue on the Screes. Posted by Wasdale Mountain Rescue Team on Sunday, 6 August 2017     ", Incident started at 19:32 and ended at 23:59 making 4.5 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY150 041 (altitude 213 m). Total rescuer hours: 68,19:32,23:59,4.5,15,NY150 041 ,68.0,['Rescue 936 from Caernarfon'],,2017,8,2017-08-01
1098,Scafell – Wed 2nd Aug 2017,2017-08-02,75 in 2017,Limited Callout — Lost,Scafell,,,Limited Callout,Lost,https://www.wmrt.org.uk/incidents/scafell-wed-2nd-aug-2017/,The team were called out for 3 walkers near the top of Scafell who had reported themselves lost in cloud. They were given directions to make their way off and a small team met them on their way down. , Incident started at 16:35 and ended at 19:13 making 2.6 hrs in total. There were 10 Wasdale team members involved and the incident occured at NY 20732 06622 (altitude 940 m). Total rescuer hours: 26,16:35,19:13,2.6,10,NY 20732 06622 ,26.0,,,2017,8,2017-08-01
1099,Scafell Pike – Tue 1st Aug 2017,2017-08-01,74 in 2017,Alert — Lost,Scafell Pike,,,Alert,Lost,https://www.wmrt.org.uk/incidents/scafell-pike-tue-1st-aug-2017/,2 walkers reported themselves lost whilst walking on Scafell Pike. With help from their iPhone compass the team leader was able to provide directions and they made their own way off the fell. , Incident started at 22:01 and ended at 10:00 making 12 hrs in total. ,22:01,10:00,12.0,,,,,,2017,8,2017-08-01
1100,Red Pike – Thu 20th Jul 2017,2017-07-20,66 in 2017,Full Callout — Injured & Medical,Red Pike,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/red-pike-thu-20th-jul-2017/,Team called this afternoon for a young walker who started to feel unwell whilst ascending Red Pike. With a possible long carry off we asked for assistance from our colleagues in the Duddon & Furness Mountain Rescue Team who also attended. In the end the walker was able to make their own way off the fell and we all walked back to Overbeck. , Incident started at 15:17 and ended at 20:04 making 4.8 hrs in total.  Incident occured at NY 166 101  (altitude 767 m).,15:17,20:04,4.8,,NY 166 101  ,,['Duddon & Furness MRT'],,2017,7,2017-07-01
1101,"Slight Side, Scafell – Sun 30th Jul 2017",2017-07-30,72 in 2017,Limited Callout — Lost,"Slight Side, Scafell",,,Limited Callout,Lost,https://www.wmrt.org.uk/incidents/slight-side-scafell-sun-30th-jul-2017/,"We were later called by Police about 2 walkers who’d become lost whilst descending Scafell Pike. It was originally thought they might be near the Corridor Route but with help from Sarloc they were located on Slight Side nr Scafell. A small team then went up to help walk them off the mountain, followed by a long ride back to Seathwaite. ", Incident started at 14:46 and ended at 19:00 making 4.2 hrs in total. There were 6 Wasdale team members involved and the incident occured at NY 21419 04365 (altitude 441 m). Total rescuer hours: 25,14:46,19:00,4.2,6,NY 21419 04365 ,25.0,,,2017,7,2017-07-01
1102,Wastwater Screes – Sun 30th Jul 2017,2017-07-30,73 in 2017,Limited Callout — Injured & Medical,Wast Water Screes,,,Limited Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/wastwater-screes-sun-30th-jul-2017/,Whilst the Slight Side incident was ongoing a team member on Illgill Head came across a family group who had been walking in the Wasdale Screes area and been involved in a rockfall. One of them was hit on the head whilst another was hit on the hand by the rocks. Two team members heading to Slight Side diverted to attend this incident. After assessment it was decided to call the Air Ambulance which took both injured people to hospital. Many thanks to North West Air Ambulance H75 for attending. , Incident started at 16:00 and ended at 19:00 making 3 hrs in total. There were 4 Wasdale team members involved and the incident occured at NY 1750 0527 (altitude 497 m). Total rescuer hours: 12,16:00,19:00,3.0,4,NY 1750 0527 ,12.0,['Air Ambulance'],"Hand Injury, Head Injury",2017,7,2017-07-01
1103,Scafell Pike – Sun 30th Jul 2017,2017-07-30,71 in 2017,Alert — Lost,Scafell Pike,,,Alert,Lost,https://www.wmrt.org.uk/incidents/scafell-pike-wed-30th-jul-0217/,We were called by Police about 2 walkers who’d become separated from a larger group on the 3 peaks challenge. They turned up fit and well not long after being reported and we stood down. , Incident started at 10:53 and ended at 11:08 making 0.3 hrs in total. ,10:53,11:08,0.3,,,,,,2017,7,2017-07-01
1104,Scafell Pike – Sat 29th Jul 2017,2017-07-29,70 in 2017,Alert — Lost,Scafell Pike,,,Alert,Lost,https://www.wmrt.org.uk/incidents/scafell-pike-thu-1st-jan-1970/,We were called by Police about 4 walkers reported overdue from a 3 peaks expedition. Soon after we were contacted they returned safe & well and we stood down. , Incident started at 17:35 and ended at 17:52 making 0.3 hrs in total. ,17:35,17:52,0.3,,,,,,2017,7,2017-07-01
1105,Red Pike – Tue 25th Jul 2017,2017-07-25,68 in 2017,Limited Callout — Lost,Red Pike,,,Limited Callout,Lost,https://www.wmrt.org.uk/incidents/tue-25th-jul-2017-3/,We were called by our colleagues in Cockermouth Team about a party of 2 who had failed to return after a walk up Pillar and it was likely they were on the Wasdale side. After a number of phone calls and other enquiries by both teams one of the walkers made their own way back to Wasdale Head and the second was located by phone as being near the top of Red Pike. A small group of Wasdale members then went up to walk him off before bad weather was due the next day.   , Incident started at 20:25 and ended at 04:30 making 8.1 hrs in total. There were 5 Wasdale team members involved and the incident occured at NY 16390 10785 (altitude 762 m). Total rescuer hours: 41,20:25,04:30,8.1,5,NY 16390 10785 ,41.0,,,2017,7,2017-07-01
1106,"Greendale, Wasdale – Tue 25th Jul 2017",2017-07-25,69 in 2017,Full Callout — Injured & Medical,"Greendale, Wasdale",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/tue-25th-jul-2017-2/,We were called by Police about a lady who had sustained a lower leg injury whilst walking from Nether Wasdale to Greendale. The injury was assessed on scene by the Team Doctor then splinted and the lady was then carried the short distance to the waiting ambulance for the journey to hospital.  , Incident started at 20:34 and ended at 22:45 making 2.2 hrs in total. There were 18 Wasdale team members involved and the incident occured at NY 14115 04976 (altitude 74 m). Total rescuer hours: 40,20:34,22:45,2.2,18,NY 14115 04976 ,40.0,,,2017,7,2017-07-01
1107,Eskdale – Tue 25th Jul 2017,2017-07-25,67 in 2017,Full Callout — Cragfast,Eskdale,,,Full Callout,Cragfast,https://www.wmrt.org.uk/incidents/tue-25th-jul-2017/,We were called by Police about a group of young walkers on a DofE expedition reporting themselves cragfast whilst trying to descend into Eskdale. Using the accurate grid reference they supplied they were quickly located on a steep bracken covered bank overlooking Low Birker. They were helped back onto the path then then continued on their way. As with a number of DofE related calls we receive the size of rucksacks being carried was part of the problem making it difficult for the walkers to keep their footing on the terrain.   , Incident started at 15:50 and ended at 18:05 making 2.3 hrs in total. There were 18 Wasdale team members involved and the incident occured at NY 189 001 (altitude 183 m). Total rescuer hours: 41,15:50,18:05,2.3,18,NY 189 001 ,41.0,,,2017,7,2017-07-01
1108,Scafell Pike – Mon 17th Jul 2017,2017-07-17,65 in 2017,Alert — Overdue,Scafell Pike,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-mon-17th-jul-2017/,We were called by Police about a walker reported overdue from an ascent of Scafell Pike. The walker later returned safe & well before we needed to respond.  , Incident started at 21:40. ,21:40,,,,,,,,2017,7,2017-07-01
1109,"Kern Knotts, Great Gable – Mon 17th Jul 2017",2017-07-17,64 in 2017,Full Callout — Injured & Medical,"Kern Knotts, Great Gable",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/kern-knotts-great-gable-mon-17th-jul-2017/,"Team called by Police about a climber who had slipped whilst leading a route on Kern Knotts and damaged his ankle in the process. Rather helpfully he had managed to get down close to the Styhead Path under his own steam. The injury was assessed on scene, then splinted before the climber was carried down to the waiting ambulance for the journey to hospital. ", Incident started at 13:21 and ended at 17:30 making 4.2 hrs in total. There were 20 Wasdale team members involved and the incident occured at NY 213 095 (altitude 381 m). Total rescuer hours: 84,13:21,17:30,4.2,20,NY 213 095 ,84.0,,Leg Injury,2017,7,2017-07-01
